Tweets	partition	Topics
penfreshorganic missed rain good storm carlwoods	train	3
road today please check flooded road	train	3
simonscholes pretty good day except flood morning inch minute yup pretty much everything water	train	1
flood risk map find flooding threat area risk highest uk	train	1
panic destruction cyclone debbie make landfall north queensland	train	3
two enormous translucent wall flood playing court bright white sport centre spanish architect albe	train	1
minor earthquake strike san francisco giant game v cincinnati red	test	0
okay either small earthquake roommate going dumb downstairs	train	0
jdpx tonight rescheduled next week thanks cyclone debbie inability stick schedule	train	3
cyclone debbie devastating flood seen air	train	3
couple friend evacuate santa rosa fortunately sf bit south	train	2
found today fire close sister california life outside san francisco	train	2
news via stranger help bride get new dress lost massive wildfire	train	2
big c richy eveeybody flood k false advertising	train	1
cyclone debbie pull soon go lab class cancelled thank	test	3
rt ap politics breaking trump say california deal devastating wildfire	dev	2
cyclone debbie hit north queensland	train	3
storm flash flooding may hit ipswich cyclone	train	3
stay away los angeles alrigh	train	0
class suspension paranaque metro manila take care road please continue post flood area	train	1
even hour home earthquake	train	0
photo high water rescue take place heaviest rainfall since hurricane harvey flood texas	train	1
ummm earthquake anyone	train	0
everything got ride silky else whip flood rt tyfood lol put wave	train	1
thousand take shelter cyclone debbie lash australian coastal resort	train	3
smoke wildfire damage california famed wine country	train	2
strong quick jolt oakland	train	0
earthquake probably sf getting excited nd half	train	0
love like wildfire	train	2
rasey park herston flooded	dev	3
going start throwing water bottle california	train	2
earthquake yeah okay	train	0
watch heavy traffic villamor nb grade edsa cubao exit due flood weather area sha	train	1
okay fun go away sick cancelling shit rain	train	3
ash stinging smoke mark devastation wine country	train	2
major announcement repgarretgraves announces one largest federal flood protection investment louisiana	train	1
colinschamp wait anticipation debbie causing horrific damage eastern coast far sout	test	3
even though bf drive flood work yesterday literally server made	train	1
got stay part lol	dev	0
yum flood day taft	train	1
got make sure insurance secured shit like flood around bitch without warning weather people	train	1
hell ya excited earthquake tweet	train	0
hey like white lady said black remember warren	train	2
flash flash flood help needed	train	1
lol jet ski dude	train	3
hiredbyashley feel da earthquake	train	0
round aflqmackay match cancelled weekend newsmackay aflq	test	3
definitely felt another earthquake lol	train	0
earthquake lowkey trippen	train	0
earthquake san francisco apartment shaking	train	0
bruh trippin earthquake	train	0
crittersndirt realdonaldtrump say r radical extremist yet willing let million flood	train	1
syrian refugee canada step help fort mcmurray wildfire evacuee cnn	train	2
kerryellen tiffany dogbroccoli pennsylvania news page twitter first saw news wildfire	test	2
one lake flood control supporter face uphill battle downstream	dev	1
losing home business flood damon redd share rebuilt put value th	train	1
united state geological survey reported magnitude earthquake followed second magnitude earthqu	test	0
got k weather east aust shutting day ex	train	3
got flash flood warning nice knowing	test	1
wildfire threatens engulf canadian city flee	dev	2
happy neighborhood flood	train	1
whenever earthquake become aware much tlist california	dev	0
really live louisiana never driven flash flood	train	1
panic threatening leaflet flood girl school	train	1
compare category hurricane flooding lmao	train	1
crazy ash coming sky yesterday smoke covered sun turning everything orange	train	2
cyclone debbie death feared australia flood emergency	test	3
tomorrow new apartment one flood probally exciting part week	train	1
remind government moment federal labor prepare cyclone debbie	train	3
cry club right	train	2
oooh little sf pm	train	0
cyclone debbie caused first nannycraft u sewing crafting retreat cancelled	train	3
going lie felt big earthquake earlier	train	0
terrinakamura robertofloxley somidalsgaard scarlett billy amp sitting edge cyclone debbie	train	3
belkinsamuel waiting cave flood seem like best plan	train	1
severe storm wake county also dumping heavy rain flash flood warning effect pm	train	1
stefanoambrogi steven croft quite right sit flood resilience board sw uk	train	1
earthquake occurred may utc km n visokoi island south sandwich island	test	0
absence info american side russian flood zone w half truth set	train	1
california wildfire done wine country	dev	2
rugby post bowen mudcrabs queensland australia cyclone debbie passed	train	3
accurate would get info bom cyclone debbie hit north queensland	dev	3
fenerbahce janssen ba dost ile biter bu flood	train	1
lucky family rescued roof minute flood carry barn away cyclone	dev	3
flash flood warning effect aurora	train	1
earlier wildfire near youngstown still producing smoke hazardous driving condition near camp flower road	train	2
canada wildfire image show fort mcmurray devastation	train	2
oil canada wildfire dollar big weekly loss brent new york reuters oil price edged friday supported ear	train	2
holy crap earthquake rd one warehouse big	train	0
wildfire california created orange glow disneyland latest update	train	2
sydney weather wet wild condition ahead ex cyclone debbie drift south	train	3
outside cloud building north east nw issued flash flood watch f	test	1
huh mild earthquake hayward else felt	train	0
monterey fire say wildfire awareness week may still time go website	train	2
another thing boomer ruined future generation building foundation	dev	0
add sc tryna flood whole shit	train	1
omg earthquake happened	train	0
power flash flood warning thundering lightning bet as people still setting firework	test	1
yes ex cyclone debbie enough room tweet	train	3
krank volleyball krank cancelled till notice due cyclone debbie information	train	3
nepal flood wake call effective preparedness response reliefweb	train	1
tasmania flood threat via skinnergj	train	1
cyclone debbie expert fear damage great barrier reef bbc news	train	3
california wildfire least people killed people reported missing ashleemullany	train	2
liked youtube video pt attack america wake	test	2
assistance queensland community affected tropical cyclone debbie via skinnergj	train	3
omg earthquake scared tf outta	train	0
cyclone debbie expert fear damage great barrier reef australian state queensland assessing	test	3
felt tht earthquakei swear thought niece something smfh	train	0
ex cyclone debbie force queensland evacuation	train	3
know felt earthquake	train	0
damn earthquake shook da fuck outta room	train	0
anyone felt mini earthquake	train	0
sayin real life sharknado cyclone debbie wash shark australian street	train	3
day back bay already earthquake	train	0
earthquake getting nerve trying find new twink outfit zelda right	train	0
flash flood watch issued southwestern utah community brace storm	train	1
concerned flash flood warning going phone hearing conflicting message otl	test	1
enemy shall come like flood spirit lord lift standard blood jesus christ	train	1
woo good little earthquake	train	0
maduramccormack wtf coming later instant coffee	train	3
service update gt bus australiazoo cancelled due weather event affected customer contacted	train	3
library across se qld closing safety reason due stay safe library peep	train	3
meadow street cv hl coventry flood protection trash screen monitoring	train	1
lt p gt eye one australia worst storm year hit mainland bowen airlie beach moving sou	dev	3
oh good mini	train	0
wildfire mn nightdjs loft coincidence probably	train	2
rain currently ended flash flood warning area including albany however additional storm formi	test	1
northern california wildfire claim least life k acre burn via aol	dev	2
family pulled flood	train	1
earthquake anybody else	train	0
perhaps better semi tranquillise kid one report said monsoon would flood cave	test	1
morning much else card ex tropical cyclone debbie bearing	train	3
flood crisis continues nsw queensland abc news	test	3
omg thought life second time felt earthquake whole yr life	train	0
wow definitely thought building protect house flood water even better	train	1
okay earthquake amp felt	train	0
felt earthquake east bay feel	train	0
send message support national flood insurance program	train	1
earthquake g though	train	0
feel earthquake epicenter mile away	train	0
earthquake small town educator suffered trauma needed help deal	test	0
davidkeithkerr oh awesome first time experience earthquake	train	0
albany area flash flood warning via timesunion	test	1
c mon c mon let go remote know letting junk flood	train	1
cyclone debbie rolling nsw expected damaging wind	train	3
like freight train expected make landfall midday cyclone debbie	dev	3
bruh fucking earthquake	train	0
fort mcmurray bride lost dress wildfire find replacement toronto	train	2
escaping wildfire convoy least people forced flee fire fort mcmurra	train	2
solid earthquake second berkeley	train	0
come earthquake tweet	dev	0
napa valley fire pr still without basic necessity amp trump want insult senator	train	2
edina couple winery escape ravage northern california fire minneapolis star tribune	test	2
magnitude mi borrego spring ca	test	0
good evening everyone ex debbie continues pummel qld ne nsw heavy rain damage	dev	3
felt biggest one little	train	0
cyclone debbie resting	train	3
upper level low stiff arming wildfire west morning	dev	2
deadly wildfire sweep california wine region read	train	2
love flash flood warning	test	1
suomi npp satellite continues monitor alberta huge wildfire via physorg com	train	2
goodness okayyy note usually close school unless serious	train	3
amberawx least nothing going near flood stage	train	1
watch noelvincent broadcast kamo river possible flooding	train	1
pretty good earthquake	train	0
flash flood warning jean area pm fox vega	test	1
big one took gentrifiers bbq cop caller tech company	train	0
wildland fire news northern california burn separate wildfire prompted mass evacuation near	train	2
latest news aftermath cyclone debbie see abcnews live blog via abcnews	train	3
hi welcome california everything currently fire	train	2
facing cyclone debbie hope ok	train	3
road access town cut deadly tropical cyclone debbie hammer australia queensland coast	train	3
fort mcmurray wildfire burned area larger entire city chicago	train	2
cousin allan helping people affected cyclone debbie best way getting food	train	3
school south east queensland closed ex cyclone debbie move	train	3
thank debbyryan cyclone debbie think changing name otherwise happy constant rain	train	3
mrjdscott rainy flood warning amp tornado watch want trade	test	1
survive mud causing flood	train	1
lot pain amp traumatic experience resulting cyclone debbie please spare moment think poor soul middle	train	3
heart affected wildfire orange country northern california winery home	train	2
look like expect seq later today	test	3
even leave house smokey outside insane e	test	2
earthquake earthquake mom start saying hail mary father sit unbothered hahahha	train	0
wildfire mn much smoke	train	2
antonsavageshow god call upon one suggest pray ark like flood	train	1
farchan gawer thanks dede chan okay little depressed heavy rain flood warning issued kobe	test	1
cyclone debbie passed	test	3
nearby golf course count	train	2
prepare san francisco earthquake twitter	train	0
live cyclone affected area like war zone debbie downgraded tropical low	test	3
cbsnews entire harvest longer wildfire take heavy toll california wine country	test	2
beckley wv show must go due flood damage show melody moved foster main	train	1
reading tweet soon realdonaldtrump fire california thought california wildfire football team	train	2
heavy rain south texas	train	1
wildfire endangering part california billion weed industry	train	2
john kissmybot disgusted law abiding citizen need flood elected official email phone call amp dema	train	1
resident tweed ordered evacuate tweed river expected go major flood	train	3
lofty leading way cyclone debbie nasty attitude spread towards south loftea newsqueensland	test	3
pissing q land flooding amp would next crew coast got smashed debbie made land	train	3
shark sandbag surfing cyclone debbie brings flood	train	3
time pop sf twitter see anyone else felt earthquake insane	train	0
lord sitteth upon flood yea lord sitteth king ever psalm	train	1
little bit shake tonight	train	0
convince stay nothing cyclone debbie bull shark found washed near ayr	train	3
follow dwayne journey find flood resistant community dwayne honor	train	1
area wanted make sure knew flash flood warning fair flood zone	test	1
another strong bid change spelling resilient queensland tough bunch stay safe	train	3
california fire update hard breathe outside hazy smoke everywhere multiple people know lost home bad	train	2
california fire sure beloved president somehow fan flame	train	2
jump make ground shake like earthquake	dev	0
overnight shift massive canadian wildfire control wildfire burned	train	2
kid found dead missing anambra flood	train	1
yes president help u pay federal tax lot guessing state	train	2
joe sugg currently stuck aftermath cyclone debbie gaming series binge watch	train	3
wow picture show look like disneyland smoke glow californ	train	2
powerful leader mom speaks northern california wildfire la vega shooting recent giant evil w	train	2
smoke coming canadian clear later today	train	2
hey berkeleyside earthquake kid something else	train	0
incoming earthquake tweet	dev	0
know earthquake kit set ready big mama arrives	dev	0
year old actually cried lois lane died earthquake got got	dev	0
michelle bauer give tour backyard basement flood damage home thursday morning millvale	train	1
mr jines love gregabbott tx fighting secure border lower tax care flood control	train	1
way survived cyclone debbie bit wet survived	train	3
want sanctuary city	train	2
ah like deadie bush cockatoo sorry sorry trying remove	train	3
reminder anyone please flood snapchat feed lip syncing favorite track	train	1
deadly wildfire hit california wine country leaving thousand displaced food news	test	2
cuomodaniel saw usual area flood watch still effect	train	1
damn earthquake shooketh wig	train	0
tl tell earthquake	dev	0
jentast c flash flood last night restaurant everyone phone went ti	train	1
pm earthquake update dutchsinse via youtube	test	0
went together couple aged die california wildfire	train	2
thousand flee wildfire ravage california killed	dev	2
think harvey fuckin local would know drive fucking flood zone	train	1
first day school earthquake back berkeley guess	train	0
aye need help cousin birthday coming want flood cell letter	train	1
freezdrdromance thought rocked longer normal interested magnitude	train	0
canadian wildfire spread people evacuated	train	2
tweeted service update due info please visit	train	3
please careful canton area friend ramp onto fulton rd flash flooding mudslid	train	1
greeting cal city fire family friday time next installment wildfire awareness week	train	2
flood rainy season almost k people get evacuated area	train	1
tf flood dad basement	train	1
footwork king oh ok good bro know flood go hometown ft katrina hit shii	train	1
two elderly people man four child sippy creek road tanawha evacuated swift water recu	train	3
frightened see wildfire breakout edmonton alberta stayed lion club excahnge student samycia	train	2
hosted mfrazz photo capture apocalyptic aftermath california wildfire	train	2
death toll northern california wildfire climb least people died	train	2
fort mcmurray fire air canada offer partial refund people fleeing wildfire	test	2
different area plain dealing flooding red box flash flood warning dark green box flash flood watc	train	1
powerful video featuring story one evacuee makeshift camp ymmhelp	test	2
byndbirthday people evacuating heavy rain flood warning japan	test	1
thousand shelter screaming howling cyclone debbie hit north australia	train	3
bruh please tell someone else felt earthquake	train	0
debbie cockatoo lost feather cyclone lashed far north queensland died	dev	3
well least island surrounded lot big water right potus worry though sc	train	2
going back home school gave holiday due cyclone childish happiness hehe	train	3
day two country almost blew tire nearly getting stuck flood water hit	train	1
going rev motorcycle loud wake entire apartment building flood exhaust anyone open window thanks bro	train	1
california deserve fire vote trump	train	2
tonight california home business destroyed wildfire joefryer report region	train	2
blame renewable electricity generation	train	3
honest earthquake twitter best twitter	test	0
wish would stop raining already road flood	test	1
heavy rain flood albany home business	train	1
cyclone debbie made way u please forgive u whilst hide shelter	test	3
wow wildfire smoke visible area	test	2
mother nature cruel thought prayer canada stranded evacuee	test	2
spencerhowson like wind patrick swayze ex tropical cyclone debbie jam	train	3
goodtimenation right feel started school drill done earthquake	train	0
right going start homework earthquake happens yeah	train	0
ap later added eventually maybe asked said california fire mind goldfish w al	dev	2
overtime got home charged phone got flood text family member got bad c	train	1
police helicopter video show extent california wildfire burning near santa rosa	dev	2
one shot yesterday morning effect cyclone debbie reached	train	3
cyclone debbie death feared australia flood emergency	train	3
would even summer bombarded canadian wildfire smoke	dev	2
cyclone debbie heard dallas texas texas nsw qld border somewhere	train	3
however high flame spirit province higher brighter enduring	train	2
lol okay mami flood like female soccer enthusiast could soccer pa	train	1
left north queensland kind weather feel like biggest idiot brisbane	train	3
themariocorrea ashercaffe asher concept agree separating family care flood	train	1
rvastreetmedia julild california still proper flood control state fault federal goverment	train	1
benard izzy lmao hell yeah flood hold back	train	1
watch massive wildfire forcing entire city evacuate continues raging canada	test	2
sorry say twitter first place go think earthquake happening	train	0
god joy happiness flood heart fullness	train	1
annashebalee huffpost flood levee breaking go rescue anyone said flood hurricane	dev	1
wait feel earthquake orrrr	train	0
katerunsthis patiomensch yep also wildfire burning near bemidji contributing	train	2
due severity weather ex tropical cyclone debbie pool spa megastore closing pm	test	3
scene resilience amid destruction california wildfire	train	2
lmfaoooo first thing got camera like fuck earthquake	train	0
already addicted see craving flood dm get rtslutt rtbetapet rtp g	train	1
cyclone debbie water access town cut bom say wind still strong	train	3
realdonaldtrump bout flood insurance	dev	1
least people died california wildfire state fire agency director say cnn	dev	2
smoke get eye san francisco california	train	2
hello world copping lot rain edge cyclone debbie result class today cancelled	train	3
climate action drowned devastating flood money fossil fuel industry nearly billion	train	1
home alberta reduced rubble canadian wildfire leaving thousand displaced	train	2
meantime withdrawing u law battling climate change	train	2
ex cyclone debbie landed brisbane overnight heavy rain good chance flooding later nervous wait	test	3
afdweb stay safe aussie TM cyclone debbie meanie	train	3
big cat huge rat flood swedish city authority urge people keep child indoors	train	1
twistofnate disavow flood right	test	1
obligatory earthquake tweet long one	train	0
kazweida might stuck till october spot flood	train	1
every time earthquake come straight twitter make sure trippen	dev	0
hmm anyone want u live stream tail cyclone	train	3
wet wet wet today great day stay indoors ex tropical cyclone debbie spread northern nsw	train	3
first earthquake summer	train	0
dat earthquake though	train	0
cyclone debbie last little twist	train	3
would hillary clinton want flood america islamic muslim want kill christian jew	train	1
tropical storm warning cancelled govguam back normal operation flash flood watch still effect go	train	1
whenever earthquake first response go twitter	train	0
pyxis coachgoob rmasher cajpala flood water rose force escape deeper cave tha	train	1
nooo didney worl	train	2
year ago evening came home fair flooded basement quickly escalated flash flood	train	1
anyone else feel earthquake trippin	train	0
earthquake happened sf six people posted twitter timeline le talk realtime	test	0
hoe california fire even breathe	train	2
dead as earthquake	train	0
bruh felt earthquake school	train	0
brisbane school closed cyclone debbie brings torrential rain	train	3
fort mcmurray wildfire blaze grows acre weatherchannel	train	2
believe way stop	train	2
rain wash class usqedu	train	3
bomairinge better hope air balloon earthquake bro	train	0
open flood gate heaven let rain	train	1
football stadium becomes giant bathtub heavy rain leaf flooded china	train	1
army corp engineer said breckenridge homeowner need flood insurance due internal drainage	dev	1
turkatim love earthquake twitter	dev	0
big cat huge rat flood swedish city authority urge people keep child indoors rt world news	train	1
canada wildfire could double size saturday mass evacuation continue j	dev	2
let earthquake tweet begin	dev	0
watch california wine country wildfire spread incredible new image space via dave mosher	train	2
heavy rainfall slow movement causing ponding roadway isolated flooding careful driving	train	1
membersonlydave keep adding rmg people amp cleveland fan trying flood tl nothing	train	1
school closed brisbane brace nightmare cyclone debbie wake	train	3
paincapital saudi start redirecting export u flood state oil iran	train	1
expectation v reality	train	3
evacuate home california due wildfire obviously took essential	train	2
queensland clean cyclone debbie via abcemergency	train	3
englishpatrio maureen luggar let u flood house instead	train	1
ok felt earthquake though	train	0
edge cyclone debbie let u hope brings swell kizzaz	train	3
mass evacuation underway whitsunday left disarray cyclone debbie	train	3
wildfire force evacuation canadian oil town	train	2
fire could last late said chad morrison alberta wildfire	train	2
quick lil earthquake	train	0
ianbremmer state california worst fire threat	train	2
hmas choules left brisbane loading store support community affected	train	3
hose daffodil beat nostril drip bathe stale mum flood scarlet	train	1
seeing panic hiring dvd near riot decent one gone	train	3
another holiday another flood like always bounce right back celebrating troop first resp	train	1
remember today th anniversary derecho amp flood slammed northern ohio causing	train	1
santa rosa firefighter encouraged weakening wind battling large wildfire tuesday oct california left	train	2
cost tomato capsicum set rise debbie damage	dev	3
whenever make flood food family super grateful like could every week	train	1
telling cousin earthquake go oh air shook whatsbsnakam	train	0
ap photo selection picture past week photo gallery raging wildfire canada display russian	train	2
really k tweet earthquake really sum weak as mf	dev	0
floodwaters houston primary flood way buffalo bayou fallen near normal level left behind mu	dev	1
looooool heard since really hot warning sent wildfire including mn	train	2
cyclone debbie expert fear damage great barrier reef	train	3
bbc news ex cyclone debbie force mass closure queensland school	train	3
matthew day flood people eating drinking marrying giving marriage	train	1
find human instituted slavery flood incident genesis learning	train	1
debbie damage sean leahy leahycartoons couriermail	train	3
halcyondon mrsamer cafirst world wide flood ever place geologic interest evidence noah flood around	train	1
honestly glad stopped playing fortnite sick flood kid playing fucking annoying	train	1
lmao little earthquake	train	0
say something men gang flood mention	train	1
desperate flood u traitor lot vote change	train	1
like told ryder happy bcs raining turn flood ahdksj	train	1
retweeted dylan park dyllyp puerto rico still without power california fire nazi marching	train	2
fort mcmurray wildfire resident convoy community call scene apocalyptic	test	2
deadly california wildfire destroy home business	train	2
okay wow miss awd flood light car drive work death sentence	train	1
million flash flood warning god trying tell u something	dev	1
rt bbcnewsus photo show canadian city fort mcmurray ruin devastating wildfire	train	2
aftermath yesterday flood doney park nwsflagstaff fox phoenix	train	1
guess earthquake lmao	train	0
class got canceled due heavy rain possibility flood	test	1
wow strong earthquake sf bay area	train	0
whysharksmatter seen australia may rename movie	test	3
child happy school cancelled flash flooding cyclone debbie bit windy wet still got go	train	3
state emergency service official updating public crew facing battle	train	2
reminder cleaning pulled together number safety tip worth readin	train	3
helped nearby driver reporting flood w dallas waze drive social	train	1
breitbartnews california fire coal cat hurricane month destroying livelihood coal breath coal	train	2
earthquake weak smh	train	0
cyclone debbie batter northeast australia	test	3
flood gate opening oh fly wall gitmo right	train	1
gr meet health wkrs bris gc heading mackay hospital relieve mighty staff worked tire	train	3
shoot flood account	train	1
finally able join earthquake twitter	train	0
official fear massive canada wildfire could double size	train	2
oh wow canadian wildfire smoke settled minneapolis	train	2
tsunami warning entire west coast magnitude earthquake hit alaska	test	0
found family safe well airlie beach sigh relief	train	3
physorg space suomi npp satellite continues monitor alberta huge wildfire nasagod	dev	2
rawstory side fairness wind howling amp sheet rain flooding street	train	1
bike rider passenger swept away flood enugu	train	1
remains cyclone debbie heading way	train	3
responsible person ignoring flood situation nepal mean ignoring whole nepal	train	1
hate insensitive debbie artist	train	3
bet size earthquake going say maybe	dev	0
lawd game amp earthquake nerve	train	0
reported user app earthquake network report radius km download app f	dev	0
image wildfire running amok california	train	2
capturing california fire	train	2
jus feel earthquake	train	0
flooding cyclone debbie wreaks havoc queensland coal industry	train	3
least killed california wildfire thousand evacuated al jazeera english	dev	2
earthquake sf rest sf go	train	0
okay going draft reply release later want flood tl	train	1
get ready bay area twitter earthquake tweet	train	0
mini earthquake sf	train	0
jlist welcome ex tropical cyclone debbie somewhere daughter old school se qld	train	3
massive canada wildfire could double size	train	2
horrible pray rain	train	2
everywhere flood like situation much rain	train	1
omg earthquake hella hard	train	0
heavy rain may localized flooding western central oklahoma panhandle morning	train	1
reuterstv prayer best wish go effected earthquake	train	0
queensland emergency swiftwater rescue today sunshine state flood wake cyclone debbie	dev	3
storm lashing queensland coast torrential rain bringing significant flooding risk	train	3
canada wildfire footage alberta couple watching home go flame	train	2
wait cyclone debbie hit felt like chocolate cooky hoping get	test	3
bruh think earthquake whole apt shook	train	0
hello tony george live brisbane tonight cyclone debbie category category	train	3
want ong leave fantagio period say earthquake hide room pretend nothing h	dev	0
classless trump insult california sending warm respect wildfire	train	2
nasa northern california wildfire seen burning space monday nasaearth observing satellite	train	2
terrifying dashcam footage capture man frantic escape supercharged alberta wildfire	dev	2
sad drove east bay today smoke everywhere	train	2
fire truck parked santa ysabel california highway	train	2
niigga one feel earthquake	train	0
neighborhood gone santa rosa resident say wildfire destroyed home via gma	train	2
earthquake resettlement community onaville need medical professional due consistent effort	test	0
hose sock beat flush drip worn clean taxed flood tube	train	1
damn earthquake sf	train	0
paulinehansonoz given effect cyclone debbie surely must understand infrastructure investment important coy tax cut	train	3
hate nasty as people flood apartment watch fuckin firework show	train	1
like spreaded like wildfire lmfao lot people thought vert self titled avoided badly	train	2
since feel fair get another one tonight	train	0
memorie holiday going watch stream feel like cyclone debbie dropped twilight zone	train	3
dead bull shark wash severe flood	train	3
mouserat fan chrismuellerpgh old office nd floor saw flood like one time ye	train	1
earthquake scared heck	train	0
fall unetaneh tokef got super real	train	2
yet wildfire hit california	train	2
believe laid curse north america curse rehearse philadelphia second flood	train	1
join thedoublelbar annual ride help local folk affected flood	train	1
vibracy day notification flood	train	1
sleeping like day since weather like crap houston want flood	test	1
climb intense ravage northern	train	2
slave lake fort mcmurray wildfire survivor offer advice	train	2
keep date traffic condition including flooded road qld traffic app	train	3
wow kind big earthquake made scarier wearing pant	train	0
holy crap felt big	train	0
real life sharknado leaf shark lying middle road	test	3
seth kaplan flood related would incredible know could occurred	train	1
breakfast creek newmarket enough abcemergency abcbrisbane harriettatham lachharro	train	3
dapto family stuck hamilton island cyclone debbie hit photo video	train	3
aftermath continues hit eastern australia take look affect pocket	train	3
local resident bradley mitchell inspects damage boat smashed bank cyclone debbi	train	3
dare flood notifs calling racist prof point feel attacked tweet like th	train	1
getup today calling naif funding used rebuilding infrastructure smashed cyclone debbie adani dangerous mine	train	3
burn hole apprehensiveness let wildfire shine	train	2
look like rain end fuck debbie done enough one week	train	3
earthquake bay someone punched apartment	train	0
earthquake moment waste got hurry	train	0
amazing teen killed crash fleeing wildfire	train	2
close call pilot tanker plane fighting alberta wildfire	dev	2
cyclone debbie queensland big wet brings widespread flooding north south	train	3
fucking flood tml negativity bitch	train	1
trump want sell land oil right alaska foreigner amp big corp lisamurkowski stand trump pre	train	2
flash flood albany western amp homestead completely flooded	dev	1
still flooded area coast calming bbc news cyclone debbie two woman killed flood hit eastern australia	train	3
mojoshark rt jon smart laughed sharknado released feel silly	train	3
puerto rico surely	train	2
binance fire collecting flood victim	train	1
two dead japan heavy rainfall flood landslide force thousand evacuate	train	1
climatologist explains condition primed fire california	train	2
satellite image reveal cyclone debbie size fury via abcnews	test	3
destruction cyclone debbie becomes clear day break australia via youtube	train	3
anyone feel small earthquake japantown pac height	train	0
wow terrible best luck everyone dealing flood water	train	1
truck submerged floodwaters cyclone debbie	train	3
help animal affected northern california wildfire	train	2
end drought likely exacerbated deadly california wildfire	train	2
stay safe qld thought prayer go	train	3
california wildfire burn acre majorly affecting vineyard throughout wine country	test	2
new james taylor california song seen fire seen rain fire really causing pain	train	2
thinking farmer nq week fruit vege sugarcane producer amp help rebuild	train	3
mr trump criticized wearing heel flood disaster stood think	train	1
california wildfire hit wine country burning hotel threatening vineyard	train	2
life main road california earthquake truck going think small earthquake though	train	0
flash flood warning issued friday area around burn scar fire according n	train	1
thaimythbuster similar water pushing boat relieve flood	train	1
everything started happening became president	train	2
accurate depiction phone alerted flood warning way even raining	test	1
flood place pretty sure landlord threw sketchbook thought ruined	train	1
call bank america impeach moron jamphones createacrisis forcecongress	train	2
tell hoe beat need love need plug life gone flood	train	1
flood like tidal wave	train	1
hope guy getting paid double time standing around watching field flood	train	1
wildfire explode california wine country	train	2
everyone know someone directly affected recent wildfire northern california	dev	2
look though good news mendenhall hydrograph morning new flood crest forecast	train	1
earthquake occurred km nnw borrego spring ca utc	test	0
pray suffering california wildfire also pray fighting	train	2
wildfire size reported acre	train	2
update flooding ongoing still flash flooding across south east visit info	train	3
crew responding urgent call flooded man cave natural flood damage plumbing failure w	train	1
felt earthquake board game shelf wobbled	train	0
make laugh feel bad laughed every time	train	2
fuzzblob dafnenitas madigan lily blocking every harasser flood mention extremely tedious	train	1
unprecedented california wildfire kill people destroyed least home thus far	train	2
trump address wildfire california	train	2
relieved see pet rescued plane get cooky	test	2
never going see phil	train	2
school cancelled live cyclone debbie know mean riverdale day	test	3
man drove flood yesterday bring bbq cry went	train	1
trump yet weighed wildfire tearing across california least dead missing	train	2
vehicle convoy underway evacuate thousand canadian wildfire	test	2
everythingkath vp moorrlynn potus jerrybrowngov better make sure fire extinguisher california environ	train	2
yes another oklahoma earthquake	train	0
fire alarm went another day southern california	train	2
arrived never know flood day ago knoebels amusement resort	train	1
aftermath along wash	train	2
plugged earphone earthquake happens sign god	train	0
school closed queensland southeast corner ex tropical cyclone debbie descends	train	3
evacuation order expanded fort st john due wildfire	test	2
minute til last subj fuck flood	test	1
day resident escaped roaring wildfire canadian city fort mcmurray blaze show	train	2
bruh know felt earthquake	train	0
pot farm threat wildfire rage california	train	2
going pop anyone see making nasty comment joke state california fire try	test	2
flood bitch idc say bout	train	1
monday january earthquake magnitude shook km wsw sabtang philippine depth	test	0
hey north queensland get broke cyclone debbie	train	3
bruh want something ion got boat flood	train	1
tropical cyclone named debbie killing internet connection nice	train	3
wait earthquake gifs pop tl	dev	0
tamihoshiyama shawndnaruto jomc myirrell flood create rock	train	1
people missing massive california wildfire	train	2
heart breaking beloved northern california	train	2
kelloggsus since plastic straw banned california flood market	train	1
wildfire burn control across northern california dead new york time	train	2
cyclone debbie hamilton	test	3
look like cyclone debbie making way city yr living australia never experienced school shut	test	3
netflix amp chill w flood	train	1
called mother nature upset day torrential rain lead texas worst flooding since hurrican	train	1
mood cyclone debbie video made laugh thanks xx ethandolan graysondolan	train	3
wildfire canada could engulf area size whole teesside	train	2
heavy rain flood critical care unit indian hospital reuters	train	1
massive wildfire burning alberta	train	2
good know hey flood	test	1
monster wildfire canada bigger new york city	train	2
need get emergency kit huge earthquake	train	0
avengingmomgel pattymurray manmet perhaps upon time flood migrant eu se	train	1
think disgusting liberal caused flash flood interfere first lady trip lol	train	1
brother law hubby got safe lost everything owned clothes back cat	train	2
remember story little boy finger dam stop flood dam breaking	train	1
literally earthquake class felt shit	train	0
yep climate change still never real	train	2
wxmanfranz njsnowfan post flash flood watch much rain expected part reason	test	1
skilled water extraction removal flood standing water mould removal site site	train	1
take aguero need goal hook meza perez flood pitch attacking player	train	1
yoo wtf earthquake	train	0
earthquake earthquake yeah earthquake	train	0
harolditz reminds husband told flood victim good time	train	1
sad losing home leave animal heart wrenching	train	2
dad ate shark liver said tasted like oyster crewmates said would get lifeboat	train	3
napa fire map napa valley timeline death toll smoke impact destruction across california	dev	2
today president bonespur climatechangedenier said believe weather repealed obama ruling	train	2
quick earthquake hit sf	train	0
hell earth thousand flee air canada wildfire spread	train	2
hell earth thousand flee air canada wildfire spread	train	2
reed timmer chase tornado flood threat heading east	dev	1
earthquake east bay	train	0
oh me always interesting seeing flood stans come reply end saying something	train	1
wildfire smoke continues move sask saskatoon air quality statement	train	2
