Tweets	partition	Topics
cyclone pam vanuatu resident find home blown away	train	9
today japan disaster relief medical team left japan vanuatu suffered severe damage cyclone pam	dev	9
one taken place want believe awaited one obsessed materialistic	train	10
please help child danger uk please text nepal donate thanks	dev	10
vanuatu disaster fund dear chef amp member would aware vanuatu struck cyclone pam last friday	dev	9
deadly monsoon hit india nepal dozen people killed flooding	train	4
people died best guy pretty reprehensible	train	10
live scott question keep resident visitor health worker safe	train	8
dispatching expert philippine approach	train	7
brand new video apps real life check gt please thumb amp follow dm today	train	4
nurse quarantined criticizes treatment	train	8
earthquake san felipe damaged hospital headed	train	3
tacloban look like ghost city electricity cut people evacuated left even found refuge cave	train	7
st delegation personnel shah satnam ji green welfare force wing nepal tomorrow	train	10
seasoned professional site knavery flood aggregation india baroda gujarat vfv	train	4
wtf hagupit forecast prediction kph saturday	train	7
yo bitch giving ugly staree one cyclone as amp brazilian hair	train	9
los cabos mexico hurricane dammage report hotel damage amp reopening update many hotel cabo fared pretty well	train	3
california gov jerry brown declared state emergency following magnitude earthquake	train	1
survivor struggle supply hurricane thrash mexico baja california via	train	3
watch incredible drone footage nepal heritage spot show widespread damage	train	10
u mers virus symptom u spread virus worry	train	5
flood landslide nepal northern india killed nearly people score missing loc	train	4
km wsw healy alaska	train	0
bitter kola may work ebola prevention expert	test	8
hundred dead monsoon hit india nepal	train	4
best story ever month old baby survives hr rubble nepal nepal army rescue	test	10
magnitude km wnw san antonio chile via	train	2
devastating earthquake humanitarian relief tackling poverty oxfam	train	10
manila suspends class level tom dec	test	7
amp responds tropical	train	9
u authorises canadian treatment developed military contract	train	8
keeping team thought typhooon bear country	train	7
colour amidst devastation karina arranges flower evac centre devastated village	train	9
pakistani kashmiri want india border opened flood relief	train	6
flood kill hundred pakistan kashmir	train	6
napa earthquake unlikely affect price pinot noir	train	1
vanuatu vanuatu reel devastation deadly cyclone pam nbcnews	train	9
jammu kashmir reel flood hurriyat leader nowhere seen via	train	6
cyclone pam solution human cost climate change	test	9
nepal earthquake brit among killed foreign office confirms	train	10
video bridge snapped half flood soldier indian administered kashmir	train	6
nepal india begin relief effort monsoon flood claim least life subm	train	4
tracing transmission spread research paper	train	8
omit cdc answer question affirmatively drop let borne someone sneeze	train	8
morning love u today talk travel giving back pm est dedicated effort	train	10
people need help	train	0
movie picture show big damage	train	3
san diego fiance pleads hurricane odile aid cbs san diego abc news san diego fiance pleads hurricane	dev	3
saudi question mecca preparedness mers spread mers virus spread saud	train	5
difficult issue perspective awful scourge many african still die disease gt http	train	8
pagasa tropical cyclone still far affect part country	train	9
icymi affair advises non essential travel baja california sur widespread damage	train	3
update tsunami wave foot measured reported along coast northern chile tsunami warning canceled	test	2
sumisipa paren c kahit papalayu na anyway life go move back work good morning	train	7
big earthquake magnetic storm typhoon hagupit invades philippine news dec	train	7
warning sign begun america october via	test	8
historic sam kee laundry building damaged via	train	1
prayer go family friend cabo affected hurricane	train	3
kashmir flood pm narendra modi asks official ramp relief operation prime minister narendra modi	dev	6
powerful cyclone rip across vanuatu killing least people leaving thousand homeless cause	train	9
mt shelf stocked tacloban security stemming flow people shop controlled ht	train	7
pagasa forecaster monitor photo ben nabong rappler	train	7
stay safe forget pray	test	7
elderly spanish missionary infected deadly ebola virus fly home treatment	train	8
northern california dig historic earthquake	dev	1
recent example health amp digital work napa earthquake affected bay area sleeper	test	1
top story pakistan quake survivor face long wait aid awaran pakistan ten thousan	test	0
great shot fleet cleared east cape morning got breeze generated cyclone pam h	train	9
trust lord heart	train	7
magnitude san francisco amp time powerful quake devas	train	10
viernes jaya bar	train	2
head someone lost everything help	train	3
announcement province laguna class tomorrow dec level	dev	7
day question god asking choose take father away would still	dev	8
usa earthquake rock california dozen injured video amp pic	dev	1
pam grier vintage fine	test	9
another terrorism attack increasing patrolium price well electricity dare stand infront	train	0
check jammu amp kashmir flood rain lash valley rescue operation affected	train	6
kashmir militant suspend jihad help flood effort alliance pro pakis	test	6
flood landslide kill least torrential rain nepal northern india http	test	4
experienced rescued fri created non profit pls share	train	3
want help affected cyclone pam check appeal page list aid agency	dev	9
nepal iaf suspends rescue ops temporarily due bad weather condition	train	10
flood asia pakistan flood event happened asia pakistan	test	6
california skater turn quake damaged road playland	train	1
flood like situation rajasthan army deployed rescue people daily news amp analysis	train	4
pm mez patient shown sign ebola rushed kenyatta national hospital knh omg omg	train	8
flood related death exceed india pakistan canadian underwriter	train	6
may allah protect everyone safeguard harm magnitude earthquake chile	train	2
hurricane damage severe heading cabo soon airport open bringing many	train	3
worker orlando fla hospital exposed mers patient begun showing flu like symptom	test	5
first case disease mers worry find	train	5
water released mettur flood alert new indian express via	train	4
south napa earthquake damage estimate could reach	dev	1
babar yaqoob chief secretary say never talked medium denying report death	train	0
quake jolt region	train	1
flood nearly village inundated north india alone nnis special part	train	4
teen crushed brick napa earthquake recount pain fear	train	1
uch manage ebola disease say cmd via	train	8
mt stand solidarity sympathy climate justice typhoon	dev	7
briton caught nepal disaster	train	10
big question outbreak answered	train	8
nepal shaken deadly earthquake latest death toll top google exec among least killed avala	dev	10
dfa suspends consular operation today due typhoon via	train	7
including cat ish cyclone pam tropical cyclone sw pacific near australia right	train	9
kashmir flood rain lash kashmir valley threatening rescue operation clear day rain today ret	train	6
un launch nepal earthquake appeal	test	10
kashmir flood pm narendra modi hold emergency meeting five lakh people still stranded fl	train	6
oh sweet grandma condo cabo barely damaged hurricane	train	3
many friend friend stuck cabo due anyone help relief getting medium attention	train	3
aid agency prepare massive operation quake hit nepal overview aid operation	test	10
photo show part vanuatu stripped bare cyclone pam weather	train	9
breaking news tremor felt	train	0
relief amp rescue operation continues army troop flood affected area kashmir amp punjab people rescued	train	6
weather satellite feed dec pm via	test	7
pray nepal f	train	10
update huge earthquake chile coast spark tsunami reuters guardianupdate huge earthquake ch	train	2
first case mers cov reported indiana center disease control prevention said friday	train	5
pm assures compensate loss flood affectees	train	6
unveils revamped prevention web page preparation measure	train	8
burkina faso banned special hunting bat due threat spreading ebola virus disease	train	8
helpline number jammu kashmir flood relief operation	train	6
icymi severely affected deployed personnel quickly ass situation amp find best way help	train	9
nothing case assam ndrf army alerted flood wreck havoc	train	4
baloch militant dick post earthquake relief state	train	0
house destroyed monster cyclone pam struck vanuatu zee news	train	9
dead mount everest avalanche nepal quake least eight people dead others missing follow	train	10
lost communication family hurricane may able help learn	train	3
takin moment reflect today deadly earthquake resulted tsunami	dev	2
sister alive well fellow trekker trapped avalanche reg	train	10
strong wind raging water legazpi arrival via	train	7
flood jammu amp kashmir	train	6
india leaped nepal help record time pm modi leading front toi apr humanitarian move wid likely	train	10
power cut pam making dramatic entrance	train	9
explained safe highrises delhi mumbai	train	10
world dead flood wash away home nepal death toll three day	train	4
nepal police nepal army nepali doctor nurse nepali people ntc radio nepal backbone thank effort	train	10
news pm nawaz visit flood victim	dev	6
first case middle east respiratory virus often fatal illness raising new concern rapid spread	train	5
online crisis response	train	7
relief effort partner trusted local agency field personnel already working	train	10
nepali frnd collecting clothes send nepal say like v much amp want rule nepal	train	10
reported magnitude earthquake hit coast northern chile	train	2
please stay safe dry ph army filipino kahit na trb na mamaya safety life far precious concert	train	7
pam amp mela hope get took minute come b	train	9
manila declares class tomorrow manila bay fronting roxas boulevard still calm via	train	7
chief meterologist break earthquake chile gt	train	2
ya allah help brother sister	dev	0
following earthquake like open wound must considered contaminated amp closed	train	10
patans durbar square aftermath	train	10
rescue effort begin vanuatu powerful pacific cyclone	train	9
initial emergency food assistance reported reached close people	train	9
honour killing girl shot dead father	train	4
stay int l medium spotlight terrorist attack flood earthquake freakin new island	dev	0
primary school pupil talk pam connect global learning find	train	9
flooding vanuatu cyclone hit maximum strength	train	9
vanuatu cyclone pam wiped development	train	9
huh guess christian mission nepal protect himlayan location	train	10
motd special build feature lvg new era utd lost love football	train	4
pray nepal actually something contributing relief effort	train	10
new post cyclone pam leaf devastation vanuatu confirmed killed	dev	9
prepared next big hit southern california watch eyewitness news	train	1
towner unable leave kathmandu valley due lack vehicle	train	10
questioned back see revealed govt affidavit	train	8
hagupit batter philippine	train	7
know symptom ebola include fever vomiting diarrhoea amp bleeding information email ebolainfo	train	8
free uptodate topic diagnosis treatment disease	train	8
prepared every day earthquake season california	train	1
agree interaction wealth untapped potential especially bring pam along ride	train	9
mt confirmed mers case official saudi press agency say still receiving treatment	train	5
heartful condolence got affected pls safe people fresh tremor felt	dev	10
death feared cyclone pam cross vanuatu head new zealand cyclone pam intensified move	train	9
people killed due kashmir flood	train	6
watching martin never get old shot fake butt one named pam lol	train	9
almost child need help responding txt child donate	train	10
breakdown communication hampering response effort	test	10
shelter ballroom pic via instagram user iullumin	train	3
massive earthquake nepal tremor felt across north india	dev	10
friend need help donate employee emergency fund amp provide food amp shelter	train	3
death toll magnitude earthquake amp aftershock rose according nepal police official	train	10
nawaz promising azad kashmir bullet train marketing campaign even flood	train	6
dna test indicates camel human transmission mers virus year old saudi man di	train	5
vanuatu vanuatu tropical cyclone pam situation report march	train	9
important please announced free call	train	10
india medium slam test flop india spectacular series defeat england set flood angry criti	dev	4
dozen flock new liberia ebola treatment center new liberia ebola treatment center receives	dev	8
day march jasper pictured form along izilda atlantic storm catarina	train	9
sir guy contact number nepal	train	10
salsaquake bring chip strongest earthquake year one shop california http	train	1
collated list resource helplines useful please via	train	10
reason mandate dallas hospital staff exposed quarantined hospital amp start pretreatment cont	train	8
god mercy month old baby rescued rubble	train	10
shah satnam ji green welfare force force help people calamity reac	train	10
saudi arabia find another mers case disease spread	test	5
north chile magnitude quake trigger tsunami evacuation northern chile shaken magnitude	test	2
fury dozen lakh affected	train	4
super typhoon nearing intensity haiyan knot extremely intense cat	train	7
new image strip help map damage	train	3
australia offer support cyclone pam hit vanuatu vanuatu offered as	train	9
death toll rise awaran earthquake awaran death toll powerful earthquake	train	0
flash flood watch effect portion central indiana afternoon	train	4
added video playlist talking poor sheep found rain flood dehradun india	train	4
pti sends truck supply balauchistan affected people	train	0
want graduate n grow n shit	train	4
would like express heartfelt gratitude community coming together help affected	train	3
dco forcibly removed camp conducted student collecting fund quake affectees	train	0
bbc video cyclone pam leaf thousand homeless cyclone pam leaf thousand homeless vanuatu	train	9
seems though napa winery insured quake loss harvest least affected many suffered damage facility	train	1
cena familiar w others	train	2
post bertha storm hit south england flood alert issued	train	4
zoe abc radio live vanuatu live stream canberra	test	9
severestudios warning continues chile peru cancelled country	train	2
khi need volunteer support rescue team affected area pls contact	train	0
waterproof sorry ph army got jam	train	7
yet safe typhoon keep praying prepare	train	7
prayed life ended	train	10
ocd landfall within hour power area samar albay sorsogon tacloban cell phone signal getting scratchy	train	7
sleep tracking data show jolted awake napa earthquake data jawbone user chart	train	1
watch c deliver aid thanks help	dev	9
wake devastating flood recently n ajk punjab ikf actively involved flood relief activity	train	6
typhoon stay away philippine huh f	train	7
plz help nepal amp india people kousar pasha c pnb bank joya p ifscpunb plz help social work india	test	10
missing raisaa tashnova talked mom day nepal quake heard since	train	10
sending bus today evacuation nepal bus sent demand arises	train	10
stagnant floodwater raising health risk kashmir abc news abc news stagnant flood	train	6
vanuatu begin relief effort massive cyclone hit struggle ass damage	test	9
kashmiri american offer telemedicine flood victim j amp k power wet computer firefly tech	train	6
updated injury confirmed mag still napa cty without power	train	1
breaking warning center foot tsunami hit pisagua chile p et unknown damage caused	test	2
least confirmed dead happened bad time day people werein building school amp work	train	10
needful ebola airborne disease	train	8
wa tropical cyclone forecast track map tropical cyclone olwyn issued wst thursday march	train	9
youngest volunteer int l convention center year old roi vincent baring	train	7
death toll rise island vanuatu sadly cyclone pam likely harm day come	dev	9
mers question may pm et	train	5
bilawal bhutto visit flood hit area punjab soon mian manzoor wattoo	train	6
dera chief go thousand	dev	10
chart showing timeline people woke napa earthquake	train	1
latest nepal life slowly return normal kathmandu village still cut	train	10
km nw geyser california	train	1
expert raise question newly revealed saudi mers case via	train	5
cyclone pam leaf trail destruction south pacific island nation christian science monito	train	9
indian army rescue pakistani golf team flood hit srinagar report	train	6
monsoon dozen people killed flooding northern eastern india	train	4
high flood alert part raj oddissa uttarakhand	train	4
nytimes score killed flooding nepal india	train	4
ass devastating impact nepal cultural heritage	train	10
score killed flooding nepal india home damaged roughly vill	test	4
mt rescue nepal send support victim earthquake nepal join giving	train	10
ui scientist working understand mers iowa city iowa center disease control identified fir	dev	5
hope everything going alright god always u	train	2
phil mission help nepal quake victim	train	10
unfortunately want unite love god make u unite pain	train	2
green beret survive nepal earthquake assist relief effort sofrep	train	10
hello ask prayer chile another earthquake slammed country today please pray country	train	2
iaf helicopter effort cumulative task achieved people evacuated	dev	10
ebola disease fear via news	train	8
medium must stop boarding rescue chopper flood hit kashmir wud directly save seat needy chopper sort	train	6
fleeing india make clinical trial flood back india clinical trial industry seen	dev	4
airport staff must trained way world shout st ask question later	train	8
plague infectious disease indiana reported first american case deadly sars like virus	train	5
bad yesterday messed shelf good reason redo action figure display	dev	1
ashore near samar philippine approx utc storm surge mm rain kmh gust phil	test	7
open jason dilaurentis travis ashley marin ella montgomery pam field wayne field	train	9
run bed available treatment facility	train	8
relief crew try reach cyclone victim vanuatu voice america voice americarelief crew try r	train	9
heard friend deepak irshad red cross camp nepal please help locate	train	10
going hr california early warning system beat napa earthquake second	train	1
cdc review human human transmission virus	train	8
hurricane odile weakening threat flooding persists thousand moved temporary shelter	train	3
fear ebola intensified late thursday	train	8
woman ebola like symptom taken hospital berlin according german medium	train	8
update death toll drone strike rise four injured boya north waziristan	train	0
thanks question interview tomorrow help spread word pm	train	8
hr nepal quake much tragedy sad camp fairly safe stuck rescue contin	train	10
mers virus symptom remedy treatment	train	5
red cross also launched appeal help vanuatu detail	test	9
antibody deadly emerging disease mers identified business standard ctv newsantibodies dea	train	5
pakistani military expands rescue relief operation area hit flood country punjab province	train	6
iaf rapid action medical team medical aid boarding iaf aircraft nepal	train	10
another big aftershock chile northern coast tsunami alert issued nd big quake two day	test	2
typhoon hagupit hit philippine evacuee express relief fear repeat devastation left	train	7
newest u case infected indiana patient cdc say center disease control prevention	test	5
trend nonsense thing let u trend something relevant xx	train	2
jewish conspiracy dead body female student found dumped canal madan chak area gujra	train	0
kashmiri muslim flood victim abp news appeal pm modi send relief indian army corrupt	train	6
magnitude september utc via	train	0
kicking bitch condo like pam f	dev	9
usgs report km ene coachella california utc	train	1
survivor wait food aid pakistan quake	train	0
launch crisis tool jammu flood	train	6
flood flood kashmir flood debate intensely political read	train	6
team ready provide medical aid following granted safe passage	dev	0
time lapse kathmandu area	dev	10
new deadly disease found united state breaking news disease known mers found	train	5
typhoon may affect million people	train	7
dead quake hit nepal causing big damage many injury reported	train	10
yale new reporting patient admited overnight symptom	train	8
new peru ct today much damage casualty report yet seismogram	train	0
new island arises earthquake	train	0
help victim nepal earthquake	test	10
ya know somehow believe cdc going high alert ebola govt sending people disease never heard u	train	8
uk disaster emergency committee launch televised appeal donation help victim saturday earthquake nepal	train	10
prayer hope amp encouragement victim bbc news nepal quake followed historic pattern	train	10
kathmandu exodus may reach resident flee post earthquake chaos	dev	10
napa earthquake mapped social medium post mapping software company esri creates real time interactive http	train	1
dead thousand stranded travel tourism nepal come	test	4
raging flood kill india pakistan heaviest torrential rain seen year	train	6
advisory watch warning kmz tropical storm odile ep ep	train	3
cdc joke controlling disease low list priority blew massive budget inane issue	train	8
let u work together volunteer	train	7
cheer butter cup	train	4
napa school reopen quake damage tally continues	train	1
dallas nurse matt lauer treatment watched violate basic principle nursing	train	8
thought amp prayer brother sister nepal	train	10
track movement worldview browser	train	9
heart go nation nepal may find strength support within overcome tragedy	train	10
pagasa said metro manila feel strongest impact ruby december	train	7
week vanuatu cyclone homeless still await help	test	9
painful situation philippine reminds u urgency act	train	7
vsc breaking news tropical cyclone update	train	9
spoke every ok good water amp electricity cell svc yet able leave shelt cc	dev	3
antofagasta moment earthquake	train	2
first case mers cov reported indiana center disease control prevention say	train	5
massive earthquake struck chile tuesday left main sky observatory region relatively untouched	train	2
treatment soon mers cov confirmed anti flu medication stopped	train	5
flood situation assam grim toll rise	train	4
super typhoon hagupit mph headed philippine	dev	7
colleague answering ebola question one answer info	train	8
planning respond initial phase w first aid sleeping mat blanket shelter pro	train	10
gift giver hard work nepal despite severely depleted equipment	train	10
tip want trek inca trail machu picchu try book least month advance avoid missing permit	train	2
africa amp middle east open question ebola worry	dev	8
napa earthquake lesson prepare business disaster	train	1
earthquake devastates california san francisco bay area	train	1
typhoon forecast hit philippine refugee await help	train	7
sleep pattern wearer napa earthquake	train	1
odisha flood toll rise water level go time india	train	4
california quake sunday largest hit bay area since photo	train	1
pakistan army providing mres meal ready eat pack victim kheich turbat balochistan	test	0
updated mers cov case definition infection prevention control guideline saudi moh may th	train	5
please help victim directly instead government	train	0
another week wait appointment see consultant wish could disgusting pam	train	9
magnitude earthquake occurred mi nw american canyon california detail map	train	1
video people describing napa earthquake northern california rattled early sunday morning strong	train	1
officially declares ended transmission within border	train	8
offshore chiapas mexico date thu sep utc	train	0
please guided keep safe everyone	test	7
going tweet picture michael clifford pic get add vote	train	4
huge cyclone bear tiny nation vanuatu home le k people island australia hawaii g	train	9
india kashmir flood hit cricket bat supply bbc news	train	6
news conference city official ass damage following napa quake city official ass damage following napa	train	1
nepal earthquake hrithik roshan praise global aid stricken country heartening u pakistan china australia india	train	10
ready help u	train	7
mt bus carrying essential kathmandu facility extended facilitate arrival border	train	10
california earthquake aftermath building destroyed injured magnitude earthquake caused six si	train	1
symptom early treatment mean much better chance survival	train	8
expect tough question frieden health official today house ebola hearing noon	train	8
bullet train wait first man railway crossing india killed train ram autorickshaw	train	4
ncrpo apec isom manila push despite	train	7
south pacific cyclone kill dozen un relief agency say report death	train	9
arrived kathmandu help relief work flew many search rescue team http	train	10
another bit longer tremor	train	10
set recovery rebuilding fund flood jammu amp kashmir donate	train	6
ufc bristol palin michigan state basketball pi cinderella friday th vanuatu kenny sti	train	9
liberian health worker face angry resident ebola death resident accuse worker spreading disease	train	8
tragic came know backed attacked relief operation amp martyred fc personnel	test	0
please strong amp hold together	train	10
fear food shortage vanuatu huge damage revealed vanuatu warned tuesday face imminent food shortage account emerg	train	9
help cabo hurricane victim water electric shelter red cross	train	3
news final warning raise salary face contempt charge ihc tell government	train	0
feeling close struggle right quaid e azam aur allama	train	0
path hurricane odile destruction seen instagram hurricane	train	3
simillary saeed ajmal ban amp pok flood pakistan blamed india reason xd	train	6
google launch crisis map flood affected jammu kashmir google h	train	6
sad hear earthquake chile	train	2
asked make people go killing people answer question	train	8
aryan originated india born grew died citizen bharat varsha anchored timeless foundation sanatana	train	4
get detail strong magnitude earthquake hit california overnight	test	1
metro manila feel strong rain gustiness tonight around pm flooding expected low lying area	train	7
know happening chile please justin please please please love much bieber	train	2
day napa earthquake region take stock clean sfgate	train	1
army iaf step rescue effort flood hit jammu kashmir	train	6
literally haut search everything see get trending	train	4
pacific wide expected amp tsunami threat mag peru coast pacific tsunami warning centre	train	0
virgin america aided post hurricane evacuation cabo san lucas via	train	3
great question answer q u patient suspect mers family involved disagnosi	train	5
enormous pile furniture electronics damaged quake left napa high school parking lot	train	1
please extend support contribute devastation nepal www facebook com nepalirelief	train	10
pic damage cabo appearing hoping	train	3
many dead nepal india flood least people reported	train	4
super storm hagupit change direction towards spratly island vietnamnet bridge	train	7
video google earth tour destruction	train	10
usa news hot news earthquake even building seismic retrofit damaged napa earthquake u	train	1
deepest sympathy respect killed injured flood	train	4
mers patient hospital worker florida show respiratory symptom time	train	5
added video playlist hurricane odile blazed trail destruction mexico baja	train	3
dear family friend amp sister missing cabo hurricane odile please help u find	train	3
least people dead heart go family people nepal	dev	10
looking help impacted providing ht	train	3
california quake cost insurer billion eqecat say via	train	1
somehow thinking really hard something help	train	2
satellite image morning showing still expected track east nz el	train	9
million hit pakistan india flood	train	6
current track legazpi could experience brunt storm surge super typhoon	train	7
magnitude earthquake hit northern california via	test	1
strong surprise hit tvix	train	1
rushing nepal help may bad idea stay put donate money instead	train	10
magnitude quake strike remote kermadec island wellington magnitude earthquake st	train	0
despite attack relief worker politician medium reluctant condemn terrorist ba	train	0
typhoon hagupit barrel toward philippine threatens storm surge	train	7
please contribute earthquake relief effort whichever way big small contribution	train	0
look way pak jawan holding old person much learn	test	6
napa valley california brace aftershock following strongest quake area year	train	1
score killed flooding nepal india	train	4
plan remove encroachment	train	6
forget medium hype get real answer question	train	5
god never busy answer prayer f	train	7
typhoon hagupit wreaks havoc leadin filipino environmental voice silencd un clim talk	train	7
earthquake napa valley hit winery winery napa valley damaged following magni	test	1
monsoon flood surge head south swamping central punjab	train	6
confirmed dead many injured today govt	train	0
truck carrying supply earthquake victim stopped securityforces localngo spo	train	0
haha aunt life napa slept right earthquake son said thought house going collapse	dev	1
flood kill people	train	4
live minute latest earthquake report detail peac	test	2
u hospital worker w mers symptom let saudi w virus time fed limit travel u unti	train	5
h crucial survival nepal great org already infrastructure set distribute rural area	train	10
pam tillis maybe memphis	train	9
confirms nd netherlands case mild symptom seek care detected thru contact tracing st case h	train	5
ebola outbreak fear treatment serum u ebola outbreak	train	8
five dead earthquake	train	2
pam freshen start ravaged day cyclone pam folk	dev	9
monsoon flood nepal india death maroon village sweep away straw hut	train	4
map energy magnitude chile earthquake traveled across pacific	train	2
everyone asking first california earthquake experience weekend whelp slept right	train	1
swear boy like bro think moving holluh let hit real quick	train	4
ready new mission conquering south luzon visayas please pray safe	train	7
delaware pair join effort nepal relief pours	dev	10
red alert tsunami earthquake place chile week pray u please	train	2
f ing grateful help sound writes	test	6
doctor exposed florida case canada symptom	train	5
new island found near gawadar port allah g plz protect u sort harm ameen	train	0
assessment team still delhi airport flight kathmandu delayed hope start soon	train	10
honour killing girl shot dead father	train	4
scarpa men cyclone gtx hiking boot	train	9
bury thought put vision reality wake amp live bob marley	train	4
tropical cyclone olwyn mardie onslow red alert wind gust exceeding kph predicted	train	9
currently specific treatment recommended	train	5
send prayer people aware former monarch social work region f	train	2
day trapped got back hurricane prayer friend baja	test	3
massive earthquake aftershock yesterday quake hit km iquique chile damage inju	train	2
middle east respiratory syndrome never heard scarier name disease entire life	train	5
day amp cm balochistan still london despite massive ik pti kpk thing would	train	0
annual flood water rising kaziranga national park india suffering many	test	4
ceferina sunga last known taft eastern samar contact detail	train	7
middle east respiratory syndrome mers symptom coronavirus spread latin post	train	5
new blog detailing ordeal last day kill	train	3
aid lorry delivered relief hand landslide prevented vehicle access	train	10
living nightmare chest high kashmir flood test modi	train	6
help nepal vetted charity relief work following earthquake	train	10
earthquake tremor felt clear proof indian involvement balochistan	train	0
symptom picture knowledge power share friend	dev	8
stone pelting irate people happened uttarakhand flood kashmir branded anti	train	6
united nation fear worst typhoon batter vanuatu	test	9
female pillion rider killed unknown assailant lahore news tribe geo news pakistanfemale p	train	0
typhoon heading oxfam team preparing contingency stock case need respo	dev	7
friendly suppression information quake kashmir killed destroy onl	train	0
magnitude chile tsunami warning let u hope best	train	2
imp update hosting situation report speed	train	10
getting question perfect sheet need know	train	5
insured loss napa earthquake could reach billion	test	1
biggest question survivor rick sacrum reply w	train	8
world live broken hurting need hope true friend	train	10
death toll earthquake southwestern rise people local official	train	0
saudi arabia find another case disease spread	test	5
pakistan bomb blast prayer victim amp family	dev	0
caritas working church vanuatu deadly storm struck looking provide essential	dev	9
meeee ate pam	train	9
nigeria war ebola disease editorial afrika	train	8
imran khan visit flood affected area today	test	6
sadness sinking lost temple history place grew	train	10
etn centre assures health care assistance flood hit jammu kashmir union minister took de	test	6
informative map nepal earthquake	train	10
question deadly middle eastern virus showed indiana deadly middle east vir	train	5
staying reviewing effort	train	6
official u patient first symptom preceded travel via	train	5
favorite claudette colbert film line tomorrow	train	4
latest alert causing serious damage baja peninsula	train	3
remember new technology adopted dubai coronavirus prevention propaganda check website	test	5
skater make best napa earthquake shredding buckled street quote jurassic park esteemed fictiona	test	1
hope cyclone fan louisville thursday men game travel lexington friday watch cyclone woman play dayton	dev	9
preparation amp early warning mt aerial view flood hit area multan	train	6
score killed flooding nepal india unete	train	4
cyclone pam darwin based medic head vanuatu provide aid abc team six people darwin b	train	9
traumatized still home scared uncertain	train	10
death climb india nepal flood wall street journal blog	train	4
typhoon hagupit kill samar island philippine daily time	train	7
pray also case know flooded hope pray flood situation kashmir get controlled	dev	6
center disease control report nd case mers middle east respiratory syndrome usa since third infected died	train	5
flooding death toll jump india offer help pakistan	train	6
death toll reach another injured	train	0
st case mers detected n america question	train	5
usgs report km n hatillo puerto rico utc	train	0
update death toll rise report confirm nearly dead nepal earthquake	train	10
saudi question mecca preparedness mers spread mers virus spread saudi question mecca p	train	5
pm today typhoon located km east southeast catarman northern samar	train	7
donated appeal go text donate	test	10
youth biratnagar standby need	train	10
fall visitor contact travel agent damage hurricane odile resort amp hotel	dev	3
path hurricane odile destruction seen instagram mashable	test	3
weather perth severe weather warning issued cyclone olwyn move towards pe htt	dev	9
heart still reeling flood love	train	6
philippine climate commissioner peru message world must cut carbon fast	train	7
pam category storm left vanuatu population homeless	train	9
ryt nw country lyk war diz dealy disease cal ebola	test	8
buy album fund raised support red cross relief fund victim nepal earthquake	dev	10
stay safe everyone f	dev	7
india wipe tear nepal help tide crisis pm modi mann ki baat	train	10
shame separatist disrupt army rescue operation flooded srinagar	train	6
pray philippine safe alert time	train	7
photographer capture northern california aftermath heart go impacted	train	1
christmas gift last year say fatima palo leyte via	train	7
airasia cancel flight sunday tuesday	train	7
state emergency declared california earthquake jerry brown declared state	dev	1
let u pray philippine f	dev	7
news govt declares flood emergency across province	train	6
reuters find another case disease spread wonder unofficial number	train	5
send coin au unconditionally given amp send nepal may claim legal right kill r e	train	10
sending specialist team please help u maximise benefit offer	train	10
warning flash flood mudslide tropical storm odile batter mexico	test	3
martin would ran threesome pam gina	train	9
trending philippine pm pht	train	7
stay alert prepared follow update	train	7
flood indian administered kashmir	train	6
guarding infectious disease among pilgrim mecca concern	train	5
friend amp former mozzer nepal recent earthquake raising money help	train	10
philippine typhoon downgraded death toll rise least typhoon hagupit weakened tropical	train	7
heart go people living chile affected terrible earthquake danger also tzunami may god bless	train	2
follower please pray	train	2
major hurricane odile struck baja late sunday photo damage firsthand report	train	3
pti people criticising pmln flood punjab pmln people rained heavily pesh th august	train	6
salam follower people support work thank support pakistan flood appeal	train	6
update massive quake southwest kill	train	0
cyclone olwyn aboriginal people denied access cyclone shelter good lifestyle choice	train	9
iquique chile reported higher wave foot pm edt u time	train	2
pampers swaddlers diaper size economy pack plus count pampers swaddlers diaper size economy pack plus count pam	train	9
texas man traveled west africa last week isolation showing symptom	train	8
rick salomon pam anderson serial baby killer	train	9
great news free virus transmission	train	8
extent damage nepal earthquake	dev	10
support must go see help via	train	9
service line open comment greeting typhoon aftermath update concern	train	7
interesting article ai twitter amp digital volunteer collaborated respond	train	0
ape got fucked already shit smfh	train	4
earthquake sun apr gmt near km wsw iquique chile	train	2
perry need express reality rumour need fact disease contracted	train	8
weakened tropical depression heading toward lubang island	train	7
pakistan army flood relief activity	train	6
deep condolence towards people nepal india lost life may god give strengthen family	train	10
temple learning school shattered flood phallian mandal	train	6
st time major disaster sending bible r condemned agenda sliced open	train	10
patient w symptom transported care frisco	train	8
liked video raw hurricane odile damage landfall amp hit baja california cabo san lucas	train	3
september innocent people shot dead minute	test	0
hurricane odile damage mexico baja california resort bbc news via	train	3
care bout holidaymaker luxury celebrity resort loved george clooney forced take shelter	test	3
country dreamed v r afraid take action b d	train	0
bay area earthquake damage napa county airport clean still underway	train	1
warning sign major airport including new york city area	train	5
prayer folk nepal	dev	10
flood hit village death toll	train	4
plane carrying british army medic arrived sierra leone help run treatment centre official confirm	train	8
cdc surprised come u disease respect international boundary cdc educating public	train	5
climber stranded everest face race time nepal earthquake	train	10
